doi
10.1055/a-2557-4592
10.1016/j.envres.2025.121364
10.3389/fnimg.2025.1507522
10.1007/s00210-025-03905-6
10.1371/journal.pone.0311952
10.1017/s0007114525000431
10.1016/j.jhep.2025.02.043
10.7759/cureus.78497
10.1093/haschl/qxaf037
10.1016/j.bbrc.2025.151516
10.1016/j.nedt.2025.106658
10.1186/s12348-025-00467-9
10.1016/j.sempedsurg.2025.151472
10.1016/j.bbrc.2025.151568
10.1016/j.heliyon.2025.e42620
10.1016/j.heliyon.2025.e42597
10.1016/j.heliyon.2025.e42701
10.1021/acs.biomac.5c00225
10.1016/j.ijbiomac.2025.141683
10.1016/j.heliyon.2025.e42646
10.1016/j.ejphar.2025.177440
10.1016/j.heliyon.2025.e42473
10.7759/cureus.78271
10.7759/cureus.78138
10.7759/cureus.78137
10.1136/bmjph-2023-000422
10.1038/s41598-025-91450-w
10.1371/journal.pone.0318523
10.1037/adb0001061
10.1177/03000605251320223
10.1016/j.prp.2025.155839
10.1038/s41598-025-91505-y
10.1002/alz.70008
10.3390/metabo15020116
10.2147/jir.s496037
10.1021/acs.est.4c12959
10.1016/j.heliyon.2025.e42318
10.1016/j.heliyon.2025.e41800
10.1016/j.sopen.2024.12.008
10.1136/gutjnl-2025-334909
10.1016/j.neuroimage.2025.121097
10.1016/j.jconrel.2025.02.054
10.1016/j.jcyt.2023.09.004
10.1021/acssynbio.4c00758
10.1016/j.envres.2025.121178
10.1007/s11306-025-02229-z
10.1038/s41598-025-90178-x
10.1016/j.carbpol.2025.123278
10.1007/s10143-025-03398-0
10.1111/liv.70031
10.1080/08989621.2025.2465621
10.1177/13860291241293558
10.1177/13860291241291326
10.1177/13860291241291411
10.1177/13860291241304056
10.1177/13860291241302593
10.1177/13860291241304948
10.1177/13860291241304952
10.1177/13860291241305508
10.1177/13860291241310148
10.1177/10538127241291948
10.2196/69109
10.1038/s41598-025-90236-4
10.1111/xen.70023
10.1111/xen.70021
10.1007/s10482-025-02065-0
10.1016/j.diagmicrobio.2025.116739
10.1016/j.heliyon.2025.e42090
10.1016/j.ejphar.2025.177354
10.1371/journal.pone.0318848
10.1186/s12879-025-10477-6
10.1002/adhm.202404683
10.1038/s41598-025-87019-2
10.1371/journal.pone.0317112
10.1371/journal.pone.0318750
10.1016/j.heliyon.2025.e41654
10.1021/acs.jmedchem.4c01257
10.1016/j.carbpol.2025.123287
10.1371/journal.pone.0317914
10.3389/fpsyg.2025.1495988
10.3233/ch-242407
10.3233/ch-242405
10.14309/ajg.0000000000003313
10.3389/fpsyg.2025.1444145
10.7759/cureus.76952
10.3389/fneur.2024.1393261
10.1038/s41598-025-86575-x
10.1021/acs.jnatprod.4c01201
10.1002/adhm.202402019
10.1371/journal.pone.0311431
10.1016/j.heliyon.2025.e41739
10.1016/j.heliyon.2025.e41813
10.1016/j.ijcha.2025.101609
10.1016/j.ejphar.2025.177321
10.1016/j.ijbiomac.2025.140198
10.1016/j.cryobiol.2025.105206
10.1007/s00210-025-03806-8
10.7759/cureus.76664
10.1007/s10143-025-03256-z
10.1093/emph/eoaf001
10.7759/cureus.76355
10.1016/j.heliyon.2024.e41615
10.2174/011570159x349612241205065330
10.1016/j.ijbiomac.2025.140306
10.1016/j.amjcard.2025.01.020
10.1093/eurjpc/zwaf032
10.1371/journal.pone.0314731
10.1016/j.ijbiomac.2025.140155
10.1007/s00198-024-07354-4
10.1177/15563316231215796
10.1016/j.ijbiomac.2025.140021
10.1159/000543261
10.1002/elsc.202400038
10.1210/endrev/bnaf001
10.2196/60250
10.17235/reed.2025.11004/2024
10.7759/cureus.75902
10.1016/j.lfs.2025.123402
10.1016/j.ijbiomac.2025.140046
10.1016/j.wasman.2025.01.021
10.1186/s13148-025-01812-4
10.1016/j.ijbiomac.2025.139959
10.1371/journal.pone.0317277
10.1371/journal.pone.0314589
10.1093/jbmr/zjaf010
10.1038/s41598-025-85291-w
10.1371/journal.pone.0316951
10.1371/journal.pone.0313421
10.1186/s13018-024-05429-w
10.1021/acsami.4c18615
10.1016/j.heliyon.2024.e39517
10.1016/j.ijbiomac.2025.139752
10.7759/cureus.75534
10.2147/ijn.s389156
10.12659/ajcr.945876
10.1371/journal.pone.0314544
10.1016/j.heliyon.2024.e41051
10.4143/crt.2024.859
10.22514/jofph.2024.009
10.1016/j.arr.2025.102656
10.1371/journal.pone.0312914
10.7759/cureus.75297
10.7759/cureus.75264
10.1093/gigascience/giae115
10.1038/s41598-025-85527-9
10.3390/cancers16244168
10.3390/biology13120998
10.1589/jpts.37.48
10.1192/bjp.2024.250
10.1177/07067437241307902
10.1371/journal.pone.0313559
10.3389/fepid.2024.1492579
10.1016/j.heliyon.2024.e40931
10.1016/j.heliyon.2024.e40635
10.1038/s41598-024-84464-3
10.1038/s41598-024-84231-4
10.3389/fmed.2024.1495428
10.1016/j.ijbiomac.2024.139326
10.2147/dddt.s480179
10.1002/hsr2.70323
10.1371/journal.pone.0311961
10.1371/journal.pone.0315105
10.3389/fnins.2024.1491343
10.3389/fimmu.2024.1410904
10.1016/j.jep.2024.119289
10.7759/cureus.74625
10.1177/17588359241309825
10.1007/s10787-024-01621-w
10.1038/s41598-024-82045-y
10.1097/ta.0000000000004520
10.1016/j.heliyon.2024.e40028
10.1245/s10434-024-16763-y
10.1016/j.bbabio.2024.149534
10.1016/j.brainres.2024.149423
10.1007/s00210-024-03673-9
10.1080/17434440.2024.2446384
10.1007/s00210-024-03720-5
10.7759/cureus.74051
10.2147/dddt.s488036
10.1177/23779608241306999
10.1248/bpb.b24-00516
10.1007/s00894-024-06238-y
10.1021/acsbiomaterials.4c02294
10.1016/j.cpcardiol.2024.102976
10.2196/48627
10.1371/journal.pone.0309101
10.1007/s12672-024-01711-9
10.1186/s12872-024-04376-y
10.1093/rheumatology/keae700
10.1177/15910199241305928
10.1016/j.heliyon.2024.e40650
10.7759/cureus.73776
10.1371/journal.pone.0311401
10.1039/d4ra05637j
10.1016/j.heliyon.2024.e39515
10.1016/j.heliyon.2024.e39482
10.3390/molecules29235807
10.1016/j.clnesp.2024.11.003
10.1371/journal.pone.0315086
10.1021/acsbiomaterials.4c01298
10.1177/0734242x241304321
10.1093/rheumatology/keae662
10.12659/msm.946468
10.7759/cureus.73504
10.1016/j.heliyon.2024.e26866
10.1016/j.heliyon.2024.e40702
10.1016/j.heliyon.2024.e40517
10.1016/j.heliyon.2024.e32650
10.1192/bjo.2024.752
10.1016/j.acthis.2024.152223
10.1262/jrd.2024-081
10.3389/fpubh.2024.1456235
10.1016/j.arthro.2024.11.089
10.1037/xap0000522
10.1002/jbt.70082
10.1016/j.ijbiomac.2024.138383
10.1007/s00267-024-02079-w
10.1016/j.heliyon.2024.e39524
10.1016/j.heliyon.2024.e39286
10.1016/j.heliyon.2024.e39041
10.1016/j.heliyon.2024.e38669
10.1371/journal.pone.0314565
10.1177/00368504241301181
10.1016/j.heliyon.2024.e38624
10.2147/aabc.s489131
10.1371/journal.pone.0302120
10.7759/cureus.72872
10.5415/apallergy.0000000000000166
10.1038/s41598-024-80596-8
10.2196/55744
10.1371/journal.pone.0308004
10.1371/journal.pone.0309264
10.5371/hp.2024.36.4.310
10.2174/0115672026340315241126041735
10.1007/s12032-024-02563-7
10.1007/s00210-024-03651-1
10.1016/j.foodres.2018.11.018
10.1016/j.jenvman.2024.123429
10.1002/jnr.70001
10.1016/j.eclinm.2024.102916
10.1002/hed.28016
10.1364/ol.544099
10.1371/journal.pone.0308021
10.1177/15579883241296881
10.4103/sja.sja_244_24
10.4266/acc.2024.01200
10.3390/v16111688
10.3390/medicina60111728
10.1007/s00404-024-07765-y
10.1177/09603271241303411
10.1177/00368504241300723
10.1016/j.foodchem.2024.142126
10.1371/journal.pone.0302192
10.1021/acsomega.4c07832
10.1055/a-2458-7088
10.1016/j.yexcr.2024.114344
10.1371/journal.pone.0313607
10.1371/journal.pone.0313526
10.1097/mnh.0000000000001044
10.7759/cureus.73130
10.7759/cureus.74161
10.7759/cureus.72085
10.1038/s41598-024-79925-8
10.1038/s41598-024-76632-2
10.1093/jbmr/zjae168
10.1016/j.heliyon.2024.e39815
10.7759/cureus.74104
10.1007/s12013-024-01617-x
10.1016/j.jvs.2021.08.112
10.1002/pon.70014
10.1159/000541039
10.1038/s41598-024-77549-6
10.1016/j.heliyon.2024.e39537
10.1016/j.heliyon.2024.e39774
10.1007/s12011-024-04449-1
10.1038/s41598-024-79953-4
10.1038/s41598-024-77677-z
10.1016/j.vprsr.2024.101126
10.1016/j.vprsr.2024.101128
10.1016/j.vprsr.2024.101127
10.1007/s10029-024-03185-8
10.1007/s00210-024-03516-7
10.1038/s41598-024-78092-0
10.1371/journal.pone.0309795
10.2147/idr.s475914
10.1177/26330040241290907
10.1016/j.heliyon.2024.e39828
10.1016/j.heliyon.2024.e38631
10.1038/s41435-024-00306-2
10.1016/j.cell.2024.10.021
10.1037/emo0001460
10.1016/j.ijbiomac.2024.137476
10.1371/journal.pone.0313446
10.1007/s10029-024-03191-w
10.1016/j.heliyon.2024.e39460
10.1111/jce.16492
10.1016/s2352-3018(24)00210-8
10.1186/s40359-024-02140-7
10.1016/j.jid.2024.03.001
10.3390/foods13213512
10.1186/s12862-024-02327-x
10.1093/ofid/ofae647
10.1016/j.csbj.2024.10.024
10.1620/tjem.2024.j118
10.1016/j.heliyon.2024.e39444
10.1016/j.heliyon.2024.e38256
10.1016/j.heliyon.2024.e39417
10.1016/j.heliyon.2024.e39638
10.1002/cbdv.202402252
10.1016/j.cptl.2023.10.007
10.1016/j.jfo.2023.05.031
10.1016/j.bbamcr.2024.119868
10.1016/j.envres.2024.120243
10.1016/j.biopha.2024.117615
10.1016/j.biopha.2024.117592
10.1007/s12672-024-01247-y
10.1177/22799036241274962
10.3390/neurosci5020010
10.1111/cen.12554
10.2174/0115748863330434241015125302
10.1016/j.bioadv.2024.214086
10.1186/s12903-024-05050-7
10.1016/j.vhri.2024.101061
10.1016/j.acthis.2024.152211
10.1007/s00210-024-03548-z
10.1186/s12885-024-13077-w
10.3389/fchem.2024.1426179
10.1186/s12888-024-06116-0
10.1371/journal.pone.0311879
10.1108/ijoph-07-2024-0035
10.1177/09603271241293119
10.1007/s00432-024-06010-y
10.1007/s11033-024-10031-8
10.1038/s41598-024-75784-5
10.1007/s00210-024-03529-2
10.1016/j.scitotenv.2024.177158
10.1016/j.scitotenv.2024.177148
10.1016/j.appet.2024.107726
10.1007/s00432-024-05995-w
10.1007/s00432-024-06001-z
10.1177/09603271241269021
10.3233/ch-242209
10.1186/s12889-024-20086-8
10.1016/j.ijbiomac.2024.136739
10.1371/journal.pone.0311838
10.1038/s41556-024-01527-3
10.1007/s10048-024-00778-4
10.1016/j.heliyon.2024.e38917
10.1016/j.jor.2024.09.017
10.7759/cureus.69810
10.1007/s00431-024-05791-1
10.1038/s41598-024-74875-7
10.3233/ch-242444
10.1136/bcr-2024-260787
10.1016/j.ijbiomac.2024.136618
10.1371/journal.pone.0311984
10.1007/s00210-024-03536-3
10.1186/s12958-024-01296-6
10.1016/j.scitotenv.2024.176944
10.1007/s10143-024-03039-y
10.1021/acs.orglett.4c03235
10.1111/adb.70002
10.1016/j.heliyon.2024.e38468
10.1016/j.heliyon.2024.e38673
10.1016/j.heliyon.2024.e38061
10.1080/00918369.2024.2414309
10.1039/d4cc04051a
10.1177/09603271241292169
10.1111/jce.16458
10.1007/s10143-024-02990-0
10.1007/s10143-024-02991-z
10.1007/s10143-024-02985-x
10.1080/14740338.2024.2416243
10.1007/s10143-024-02984-y
10.1007/s10143-024-02996-8
10.1007/s10143-024-03043-2
10.1007/s10143-024-03030-7
10.1016/j.wneu.2024.10.008
10.1007/s10143-024-03044-1
10.1186/s12263-024-00756-3
10.1007/s10143-024-02989-7
10.1007/s10143-024-03038-z
10.1007/s10143-024-03029-0
10.1016/j.heliyon.2024.e38093
10.1016/j.heliyon.2024.e37502
10.1007/s10143-024-02993-x
10.1007/s10143-024-03000-z
10.1007/s10143-024-02987-9
10.1007/s10143-024-02964-2
10.1371/journal.pone.0308170
10.1007/s10143-024-02997-7
10.1007/s00210-024-03506-9
10.1007/s10143-024-02967-z
10.1007/s10143-024-02988-8
10.1007/s10143-024-02995-9
10.1007/s10143-024-03004-9
10.1186/s12985-024-02485-w
10.1007/s10143-024-02986-w
10.1016/j.radi.2024.09.054
10.1007/s10143-024-02976-y
10.1038/s41598-024-73570-x
10.1007/s10143-024-02983-z
10.1007/s10143-024-02992-y
10.1007/s10143-024-02978-w
10.1007/s10143-024-02981-1
10.1007/s10143-024-02982-0
10.1007/s10143-024-02980-2
10.1371/journal.pone.0309291
10.1007/s12010-024-05059-2
10.1007/s10143-024-02938-4
10.1111/srt.70096
10.1038/s41598-024-73278-y
10.1016/j.clgc.2024.102213
10.1007/s10143-024-02940-w
10.1007/s10143-024-02933-9
10.1364/ol.538891
10.1007/s10143-024-02960-6
10.1007/s10143-024-02963-3
10.1007/s10143-024-02972-2
10.1007/s10143-024-02966-0
10.1007/s00432-024-05970-5
10.1007/s00210-024-03453-5
10.23736/s1973-9087.24.08572-1
10.4330/wjc.v16.i9.522
10.2174/0113816128332755240912041051
10.1007/s10143-024-02961-5
10.1007/s10143-024-02934-8
10.1007/s10143-024-02973-1
10.1007/s10143-024-02942-8
10.1038/s41598-024-72132-5
10.1007/s10143-024-02935-7
10.1016/j.ijbiomac.2024.136067
10.3390/jpm14090936
10.1038/s41598-024-72208-2
10.1016/j.jmir.2024.101767
10.1371/journal.pone.0311097
10.1371/journal.pone.0310882
10.1371/journal.pone.0308947
10.1111/srt.70074
10.1111/srt.70063
10.1007/s10143-024-02936-6
10.1080/13697137.2024.2404574
10.1016/j.heliyon.2024.e37778
10.1007/s10143-024-02907-x
10.1007/s10143-024-02919-7
10.1007/s10143-024-02924-w
10.1007/s10143-024-02927-7
10.1016/s0735-1097(24)05565-7
10.1371/journal.pone.0310405
10.1007/s10143-024-02932-w
10.1007/s10143-024-02901-3
10.1007/s10143-024-02891-2
10.1007/s10143-024-02939-3
10.1007/s10143-024-02941-9
10.1007/s10143-024-02918-8
10.1016/j.heliyon.2024.e37421
10.7759/cureus.67830
10.1016/j.ejpn.2024.08.008
10.5498/wjp.v14.i9.1354
10.1007/s10143-024-02916-w
10.1007/s10143-024-02926-8
10.1007/s10143-024-02925-9
10.1007/s10143-024-02922-y
10.1007/s10143-024-02915-x
10.1007/s10143-024-02911-1
10.1007/s10143-024-02937-5
10.1111/jocd.16576
10.1007/s10143-024-02947-3
10.1007/s10143-024-02913-z
10.1007/s10143-024-02914-y
10.1007/s10143-024-02893-0
10.1016/j.heliyon.2024.e37238
10.2147/idr.s485049
10.1007/s10143-024-02908-w
10.1007/s10143-024-02921-z
10.1016/j.hlc.2024.06.502
10.1016/j.ijbiomac.2024.135852
10.1016/j.jes.2024.02.028
10.1016/j.exger.2024.112585
10.1016/j.talanta.2024.126913
10.1016/j.jaad.2024.08.045
10.1111/srt.13910
10.1007/s10143-024-02883-2
10.1007/s10143-024-02882-3
10.1007/s10143-024-02887-y
10.1111/srt.13906
10.1007/s10143-024-02910-2
10.1007/s10143-024-02920-0
10.1007/s10143-024-02880-5
10.1007/s10143-024-02912-0
10.1016/j.jvir.2024.09.005
10.1016/j.chemosphere.2024.143321
10.1016/j.urology.2024.09.018
10.1016/j.heliyon.2024.e36745
10.1016/j.heliyon.2024.e36948
10.1007/s00432-024-05952-7
10.1007/s10143-024-02902-2
10.1007/s10143-024-02861-8
10.1007/s10143-024-02894-z
10.1007/s10143-024-02841-y
10.1007/s10143-024-02884-1
10.1007/s10143-024-02886-z
10.1007/s10143-024-02847-6
10.1038/s41538-024-00299-2
10.1177/09603271241265105
10.1016/j.heliyon.2024.e35724
10.1016/j.heliyon.2024.e36248
10.1016/j.heliyon.2024.e36783
10.1016/j.heliyon.2024.e36455
10.1016/j.heliyon.2024.e36595
10.1016/j.heliyon.2024.e36644
10.1007/s10143-024-02855-6
10.1007/s10143-024-02854-7
10.1007/s10143-024-02852-9
10.1007/s10143-024-02849-4
10.1007/s10143-024-02848-5
10.1007/s10143-024-02866-3
10.1007/s10143-024-02856-5
10.1007/s10143-024-02850-x
10.1007/s10143-024-02857-4
10.1016/j.heliyon.2024.e36612
10.1016/j.heliyon.2024.e36580
10.1016/j.heliyon.2024.e36929
10.1016/j.heliyon.2024.e36965
10.2174/0109298673337385240827061539
10.1055/a-2415-5376
10.1002/jbt.23845
10.1007/s10143-024-02862-7
10.1007/s10143-024-02864-5
10.1007/s10143-024-02805-2
10.1007/s10143-024-02858-3
10.1016/j.jcis.2024.09.068
10.1002/npr2.12482
10.1007/s10143-024-02870-7
10.1007/s10143-024-02813-2
10.1007/s10143-024-02833-y
10.1007/s00264-024-06278-2
10.21037/jtd-24-251
10.1186/s13062-024-00530-w
10.1177/08853282241270963
10.1371/journal.pone.0310131
10.1007/s10143-024-02863-6
10.1080/21688370.2024.2392361
10.1016/j.heliyon.2024.e35216
10.1016/j.heliyon.2024.e36634
10.1016/j.heliyon.2024.e36743
10.1016/j.heliyon.2024.e36540
10.1016/j.heliyon.2024.e36442
10.1016/j.heliyon.2024.e36341
10.1038/s41598-024-72250-0
10.1038/s41598-024-70597-y
10.1371/journal.pone.0307014
10.1111/1556-4029.15614
10.1016/j.heliyon.2024.e36441
10.1007/s10143-024-02802-5
10.1007/s10143-024-02871-6
10.1007/s10143-024-02829-8
10.1007/s10143-024-02791-5
10.1007/s10143-024-02865-4
10.1007/s10143-024-02836-9
10.1080/13696998.2024.2400857
10.1002/iid3.70004
10.1016/j.heliyon.2024.e36271
